experiment_phase,condition_id,replicate,condition_order,matrix_seed,run_tag,run_id,mode,requested_algorithm,selected_algorithms,load,network_load_pct,state_cpu_pct,state_memory_pct,publisher_start_spread_ms,max_publisher_start_lateness_ms,devices,messages_per_device,payload_bytes,messages_expected,messages_received,message_loss_pct,authentication_failures,mean_encryption_ms,mean_decryption_ms,mean_e2e_latency_ms,p95_e2e_latency_ms,throughput_mbps,mean_process_cpu_pct,mean_rss_mb,estimated_energy_j
final,fixed_aes256__high__d5__p1024,1,1,20260905,final_fixed_aes256__high__d5__p1024_rep1_ord1_r47_fixed_high_d5_p1024_cpu20_mem30_1788621995,47,fixed,AES-256-GCM,"{""AES-256-GCM"": 100}",high,80.0,20.0,30.0,0.9991849983634893,1.0251919993606862,5,20,1024,100,100,0.0,0,0.56796704,0.13360508,9.26420274,17.870723,4.397323728241788,12.993249243543161,33.01953125,0.6500000000000004
final,fixed_aes256__high__d20__p256,1,2,20260905,final_fixed_aes256__high__d20__p256_rep1_ord2_r52_fixed_high_d20_p256_cpu20_mem30_1788622010,52,fixed,AES-256-GCM,"{""AES-256-GCM"": 400}",high,80.0,20.0,30.0,19.936818000132916,19.937942997785285,20,20,256,400,400,0.0,0,0.7122247875000001,0.04764178,20.43420939,35.810131,3.376955961680157,7.989601458287355,33.051171875,1.6000000000000003
final,fixed_chacha20__high__d10__p4096,1,3,20260905,final_fixed_chacha20__high__d10__p4096_rep1_ord3_r78_fixed_high_d10_p4096_cpu20_mem30_1788622028,78,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 200}",high,80.0,20.0,30.0,3.73248899995815,3.732829998625675,10,20,4096,200,200,0.0,0,0.306192245,0.071534165,10.87882357,16.876366,33.57137199598727,8.493248373725587,33.10390625,0.8500000000000008
final,fixed_aes128__low__d10__p1024,1,4,20260905,final_fixed_aes128__low__d10__p1024_rep1_ord4_r5_fixed_low_d10_p1024_cpu20_mem30_1788622044,5,fixed,AES-128-GCM,"{""AES-128-GCM"": 200}",low,20.0,20.0,30.0,7.903579000412719,7.904002999566728,10,20,1024,200,200,0.0,0,0.2723366,0.10679324,8.516844905000001,12.346513,0.8583111027622485,1.2498936290852565,33.023046875,1.2499999999999996
final,fixed_chacha20__low__d10__p256,1,5,20260905,final_fixed_chacha20__low__d10__p256_rep1_ord5_r58_fixed_low_d10_p256_cpu20_mem30_1788622061,58,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 200}",low,20.0,20.0,30.0,6.401555001502857,6.402008002623916,10,20,256,200,200,0.0,0,0.23162901000000002,0.0688254,8.302148214999999,11.10769,0.21497774422965626,0.6999320405085633,33.0421875,0.7000000000000001
final,adaptive__medium__d20__p256,1,6,20260905,final_adaptive__medium__d20__p256_rep1_ord6_r97_adaptive_medium_d20_p256_cpu20_mem30_1788622078,97,adaptive,adaptive,"{""AES-256-GCM"": 400}",medium,50.0,20.0,30.0,15.981428001396125,15.981890999682946,20,20,256,400,400,0.0,0,0.512316575,0.059001527500000005,12.566822394999999,41.365707,2.1247571770403892,4.623101252412502,33.0599609375,1.85
final,fixed_aes256__high__d10__p4096,1,7,20260905,final_fixed_aes256__high__d10__p4096_rep1_ord7_r51_fixed_high_d10_p4096_cpu20_mem30_1788622097,51,fixed,AES-256-GCM,"{""AES-256-GCM"": 200}",high,80.0,20.0,30.0,10.696418998122681,10.697575999074616,10,20,4096,200,200,0.0,0,0.92035362,0.14078336,17.86366624,32.081497,33.41518343500626,12.992353985507455,33.07578125,1.2999999999999998
final,fixed_chacha20__high__d5__p1024,1,8,20260905,final_fixed_chacha20__high__d5__p1024_rep1_ord8_r74_fixed_high_d5_p1024_cpu20_mem30_1788622112,74,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 100}",high,80.0,20.0,30.0,0.3024640027433634,0.3030400002899114,5,20,1024,100,100,0.0,0,0.27233954,0.11564289999999999,8.05145936,13.329856,4.350293306472584,8.996986841948395,33.11015625,0.44999999999999984
final,adaptive__low__d5__p4096,1,9,20260905,final_adaptive__low__d5__p4096_rep1_ord9_r84_adaptive_low_d5_p4096_cpu20_mem30_1788622126,84,adaptive,adaptive,"{""AES-256-GCM"": 100}",low,20.0,20.0,30.0,13.402886001131264,13.404269000602653,5,20,4096,100,100,0.0,0,0.71302694,0.28962146,13.084207670000001,17.785618,1.7187015943972155,2.3985004590924275,32.96875,1.2000000000000006
final,fixed_aes256__medium__d20__p256,1,10,20260905,final_fixed_aes256__medium__d20__p256_rep1_ord10_r43_fixed_medium_d20_p256_cpu20_mem30_1788622144,43,fixed,AES-256-GCM,"{""AES-256-GCM"": 400}",medium,50.0,20.0,30.0,13.26168699961272,13.262252999993507,20,20,256,400,400,0.0,0,0.3554378025,0.045081187499999995,11.147831892500001,38.667918,2.1190394081785957,3.6232721885213595,33.0412109375,1.4500000000000008
final,fixed_chacha20__low__d20__p256,1,11,20260905,final_fixed_chacha20__low__d20__p256_rep1_ord11_r61_fixed_low_d20_p256_cpu20_mem30_1788622162,61,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 400}",low,20.0,20.0,30.0,17.906597000546753,17.907135999848833,20,20,256,400,400,0.0,0,1.0346987349999999,0.064070515,9.22799635,15.028817,0.431180286383318,0.9999312692186608,33.086328125,2.000000000000001
final,adaptive__low__d10__p1024,1,12,20260905,final_adaptive__low__d10__p1024_rep1_ord12_r86_adaptive_low_d10_p1024_cpu20_mem30_1788622182,86,adaptive,adaptive,"{""AES-256-GCM"": 200}",low,20.0,20.0,30.0,7.7510549999715295,7.752080000500428,10,20,1024,200,200,0.0,0,0.567970215,0.14544355,10.063709475,14.133711,0.8606948338319282,1.4995852190671262,33.051171875,1.500000000000001
final,fixed_aes128__medium__d20__p4096,1,13,20260905,final_fixed_aes128__medium__d20__p4096_rep1_ord13_r18_fixed_medium_d20_p4096_cpu20_mem30_1788622198,18,fixed,AES-128-GCM,"{""AES-128-GCM"": 400}",medium,50.0,20.0,30.0,46.48555400126497,46.48660600287258,20,20,4096,400,400,0.0,0,1.4849296674999999,0.15285055,17.655921495,42.545324,31.541806059895872,5.872782836726216,33.10703125,2.35
final,adaptive__low__d20__p4096,1,14,20260905,final_adaptive__low__d20__p4096_rep1_ord14_r90_adaptive_low_d20_p4096_cpu20_mem30_1788622218,90,adaptive,adaptive,"{""AES-256-GCM"": 400}",low,20.0,20.0,30.0,16.5687139997317,16.56904400078929,20,20,4096,400,400,0.0,0,0.531505645,0.1099878,12.4407080225,24.868805,6.8681871401732355,1.4498544201432204,33.04140625,2.9000000000000004
final,adaptive__low__d5__p256,1,15,20260905,final_adaptive__low__d5__p256_rep1_ord15_r82_adaptive_low_d5_p256_cpu20_mem30_1788622237,82,adaptive,adaptive,"{""AES-256-GCM"": 100}",low,20.0,20.0,30.0,0.21421900237328373,0.2144919999409467,5,20,256,100,100,0.0,0,0.199302,0.07566602,8.27731032,10.935316,0.10769448573076419,0.799933977219103,32.96953125,0.4000000000000001
final,fixed_chacha20__high__d20__p1024,1,16,20260905,final_fixed_chacha20__high__d20__p1024_rep1_ord16_r80_fixed_high_d20_p1024_cpu20_mem30_1788622253,80,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 400}",high,80.0,20.0,30.0,18.064269999740645,18.06544099963503,20,20,1024,400,400,0.0,0,0.7168993675,0.0595072375,11.6204017425,19.389372,16.459419777495878,7.990744996770888,33.061328125,1.5999999999999994
final,adaptive__high__d20__p256,1,17,20260905,final_adaptive__high__d20__p256_rep1_ord17_r106_adaptive_high_d20_p256_cpu20_mem30_1788622270,106,adaptive,adaptive,"{""AES-128-GCM"": 400}",high,80.0,20.0,30.0,29.79669599881163,29.797629998938646,20,20,256,400,400,0.0,0,1.19898602,0.061822077499999996,19.953667324999998,38.107284,3.318184718356887,9.49135235027495,33.0525390625,1.8999999999999986
final,adaptive__low__d5__p1024,1,18,20260905,final_adaptive__low__d5__p1024_rep1_ord18_r83_adaptive_low_d5_p1024_cpu20_mem30_1788622288,83,adaptive,adaptive,"{""AES-256-GCM"": 100}",low,20.0,20.0,30.0,0.5866740029887296,0.5879300006199628,5,20,1024,100,100,0.0,0,0.8470523199999999,0.18771032999999998,10.98029942,14.115958,0.431579093444399,2.2993755086522842,32.99296875,1.15
final,fixed_chacha20__high__d5__p256,1,19,20260905,final_fixed_chacha20__high__d5__p256_rep1_ord19_r73_fixed_high_d5_p256_cpu20_mem30_1788622303,73,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 100}",high,80.0,20.0,30.0,0.48354099999414757,0.4845670009672176,5,20,256,100,100,0.0,0,0.52654135,0.0725936,21.26443433,27.939988,0.8939956411084826,11.993542241774446,33.06875,0.6000000000000003
final,adaptive__low__d20__p1024,1,20,20260905,final_adaptive__low__d20__p1024_rep1_ord20_r89_adaptive_low_d20_p1024_cpu20_mem30_1788622317,89,adaptive,adaptive,"{""AES-256-GCM"": 400}",low,20.0,20.0,30.0,26.602885998727288,26.604110000334913,20,20,1024,400,400,0.0,0,1.2145955675,0.1350753725,12.973993045,18.272248,1.7159475450269737,1.9746256813195657,33.0580078125,3.9499999999999993
final,fixed_aes128__high__d5__p4096,1,21,20260905,final_fixed_aes128__high__d5__p4096_rep1_ord21_r21_fixed_high_d5_p4096_cpu20_mem30_1788622336,21,fixed,AES-128-GCM,"{""AES-128-GCM"": 100}",high,80.0,20.0,30.0,0.49915800263988785,0.5000189994461834,5,20,4096,100,100,0.0,0,0.51926717,0.06998911,12.44198465,17.601829,17.49551387787929,9.99406025594727,33.03046875,0.4999999999999996
final,fixed_chacha20__low__d10__p4096,1,22,20260905,final_fixed_chacha20__low__d10__p4096_rep1_ord22_r60_fixed_low_d10_p4096_cpu20_mem30_1788622350,60,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 200}",low,20.0,20.0,30.0,7.958310998219531,7.959017999382922,10,20,4096,200,200,0.0,0,0.62790455,0.20791588,13.193374515,17.374978,3.4391855225302295,2.1996332538952705,33.083984375,2.2
final,fixed_chacha20__medium__d5__p256,1,23,20260905,final_fixed_chacha20__medium__d5__p256_rep1_ord23_r64_fixed_medium_d5_p256_cpu20_mem30_1788622367,64,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 100}",medium,50.0,20.0,30.0,0.522799000464147,0.5239999991317745,5,20,256,100,100,0.0,0,0.64430277,0.13023494,13.662716539999998,42.727983,0.5434828024884566,8.990594446275974,33.06796875,0.8999999999999992
final,fixed_aes256__medium__d10__p4096,1,24,20260905,final_fixed_aes256__medium__d10__p4096_rep1_ord24_r42_fixed_medium_d10_p4096_cpu20_mem30_1788622381,42,fixed,AES-256-GCM,"{""AES-256-GCM"": 200}",medium,50.0,20.0,30.0,5.171084998437436,5.173346999072237,10,20,4096,200,200,0.0,0,1.07498099,0.15524188,13.39453052,32.984543,17.143931732938725,7.49663168242116,33.07109375,1.4999999999999998
final,adaptive__high__d20__p1024,1,25,20260905,final_adaptive__high__d20__p1024_rep1_ord25_r107_adaptive_high_d20_p1024_cpu20_mem30_1788622396,107,adaptive,adaptive,"{""AES-128-GCM"": 400}",high,80.0,20.0,30.0,20.040366998728132,20.041428000695305,20,20,1024,400,400,0.0,0,0.7567009575,0.050879905,11.092717235,19.598122,16.350539764855913,8.99021962268731,33.055859375,1.8000000000000003
final,fixed_aes256__low__d10__p1024,1,26,20260905,final_fixed_aes256__low__d10__p1024_rep1_ord26_r32_fixed_low_d10_p1024_cpu20_mem30_1788622414,32,fixed,AES-256-GCM,"{""AES-256-GCM"": 200}",low,20.0,20.0,30.0,4.090084003109951,4.120346002309816,10,20,1024,200,200,0.0,0,0.97410164,0.128351555,10.415434399999999,15.093494,0.8618358367244886,1.8495480426805617,33.005859375,1.8499999999999996
final,adaptive__high__d20__p4096,1,27,20260905,final_adaptive__high__d20__p4096_rep1_ord27_r108_adaptive_high_d20_p4096_cpu20_mem30_1788622430,108,adaptive,adaptive,"{""AES-128-GCM"": 400}",high,80.0,20.0,30.0,28.916888000821928,28.917788000399014,20,20,4096,400,400,0.0,0,1.486784395,0.064730725,163.5567601775,189.006224,37.495437938596964,11.237041708446927,33.0771484375,2.249999999999999
final,adaptive__medium__d5__p4096,1,28,20260905,final_adaptive__medium__d5__p4096_rep1_ord28_r93_adaptive_medium_d5_p4096_cpu20_mem30_1788622448,93,adaptive,adaptive,"{""AES-256-GCM"": 100}",medium,50.0,20.0,30.0,0.5641600000672042,0.5652069994539488,5,20,4096,100,100,0.0,0,0.5222870900000001,0.16965257,10.265612149999999,16.522628,8.626212822639316,6.497836839093075,33.0171875,0.6499999999999992
final,fixed_aes256__medium__d20__p1024,1,29,20260905,final_fixed_aes256__medium__d20__p1024_rep1_ord29_r44_fixed_medium_d20_p1024_cpu20_mem30_1788622461,44,fixed,AES-256-GCM,"{""AES-256-GCM"": 400}",medium,50.0,20.0,30.0,23.28919899809989,23.290260996873258,20,20,1024,400,400,0.0,0,1.612522915,0.10303767750000001,14.60609874,35.160255,8.750226356148117,5.623106234972953,33.058203125,2.249999999999999
final,fixed_aes128__medium__d20__p1024,1,30,20260905,final_fixed_aes128__medium__d20__p1024_rep1_ord30_r17_fixed_medium_d20_p1024_cpu20_mem30_1788622481,17,fixed,AES-128-GCM,"{""AES-128-GCM"": 400}",medium,50.0,20.0,30.0,17.077051001251675,17.077434000384528,20,20,1024,400,400,0.0,0,0.24524509249999998,0.0478817,7.310133915,9.763787,8.370762338284477,3.623641444481936,33.05390625,1.4500000000000004
final,fixed_aes128__high__d10__p1024,1,31,20260905,final_fixed_aes128__high__d10__p1024_rep1_ord31_r23_fixed_high_d10_p1024_cpu20_mem30_1788622499,23,fixed,AES-128-GCM,"{""AES-128-GCM"": 200}",high,80.0,20.0,30.0,10.306513999239542,10.30758200067794,10,20,1024,200,200,0.0,0,0.579246075,0.089500545,11.36075453,17.79739,8.504502405841967,8.990628200452,33.050390625,0.8999999999999997
final,fixed_chacha20__medium__d5__p4096,1,32,20260905,final_fixed_chacha20__medium__d5__p4096_rep1_ord32_r66_fixed_medium_d5_p4096_cpu20_mem30_1788622515,66,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 100}",medium,50.0,20.0,30.0,0.625399003183702,0.6264640032895841,5,20,4096,100,100,0.0,0,0.56588379,0.07889098,9.95906984,17.814093,8.621541401086965,5.99565758865117,33.09921875,0.6
final,fixed_chacha20__medium__d20__p4096,1,33,20260905,final_fixed_chacha20__medium__d20__p4096_rep1_ord33_r72_fixed_medium_d20_p4096_cpu20_mem30_1788622528,72,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 400}",medium,50.0,20.0,30.0,23.575290997541742,23.57589099847246,20,20,4096,400,400,0.0,0,8.02996977,1.5284774425,1211.68719091,1692.968539,6.342827782054456,17.743298597191774,33.182421875,14.500000000000002
final,fixed_aes256__low__d5__p4096,1,34,20260905,final_fixed_aes256__low__d5__p4096_rep1_ord34_r30_fixed_low_d5_p4096_cpu20_mem30_1788622548,30,fixed,AES-256-GCM,"{""AES-256-GCM"": 100}",low,20.0,20.0,30.0,0.7297999982256442,0.7304999999178108,5,20,4096,100,100,0.0,0,0.80671167,0.2163569,12.379417,15.544194,1.727319613727128,2.1996302003399038,33.04609375,1.1000000000000005
final,fixed_aes128__medium__d5__p256,1,35,20260905,final_fixed_aes128__medium__d5__p256_rep1_ord35_r10_fixed_medium_d5_p256_cpu20_mem30_1788622564,10,fixed,AES-128-GCM,"{""AES-128-GCM"": 100}",medium,50.0,20.0,30.0,3.1019989983178675,3.102399001363665,5,20,256,100,100,0.0,0,0.20703994999999997,0.06096894,10.284836760000001,21.664091,0.5362096681185692,3.4982332100611906,32.97109375,0.3500000000000003
final,adaptive__high__d10__p4096,1,36,20260905,final_adaptive__high__d10__p4096_rep1_ord36_r105_adaptive_high_d10_p4096_cpu20_mem30_1788622578,105,adaptive,adaptive,"{""AES-128-GCM"": 200}",high,80.0,20.0,30.0,8.474304999253945,8.475788999930955,10,20,4096,200,200,0.0,0,0.981629955,0.133945095,17.323398555,32.26482,34.14871252584807,10.493858087174242,33.097265625,1.049999999999999
final,adaptive__high__d5__p1024,1,37,20260905,final_adaptive__high__d5__p1024_rep1_ord37_r101_adaptive_high_d5_p1024_cpu20_mem30_1788622592,101,adaptive,adaptive,"{""AES-128-GCM"": 100}",high,80.0,20.0,30.0,0.492252002004534,0.49343399950885214,5,20,1024,100,100,0.0,0,0.57421143,0.11214972,9.32989688,15.494097,4.362509152323808,13.98785017563738,33.06953125,0.6999999999999996
final,fixed_aes128__low__d20__p4096,1,38,20260905,final_fixed_aes128__low__d20__p4096_rep1_ord38_r9_fixed_low_d20_p4096_cpu20_mem30_1788622605,9,fixed,AES-128-GCM,"{""AES-128-GCM"": 400}",low,20.0,20.0,30.0,15.587562997097848,15.589112997986376,20,20,4096,400,400,0.0,0,1.058887335,0.173180245,17.324663129999998,28.479015,6.196944278984447,1.7947323280458651,33.0794921875,4.1
final,fixed_aes256__medium__d5__p1024,1,39,20260905,final_fixed_aes256__medium__d5__p1024_rep1_ord39_r38_fixed_medium_d5_p1024_cpu20_mem30_1788622626,38,fixed,AES-256-GCM,"{""AES-256-GCM"": 100}",medium,50.0,20.0,30.0,0.5122330003359821,0.5133499980729539,5,20,1024,100,100,0.0,0,0.56574617,0.11373908,8.88904781,11.778154,2.172318870938032,7.49636073426804,33.0,0.7500000000000002
final,fixed_aes256__low__d5__p256,1,40,20260905,final_fixed_aes256__low__d5__p256_rep1_ord40_r28_fixed_low_d5_p256_cpu20_mem30_1788622640,28,fixed,AES-256-GCM,"{""AES-256-GCM"": 100}",low,20.0,20.0,30.0,0.8082999993348494,0.8095000011962838,5,20,256,100,100,0.0,0,0.6404174,0.12865926,10.509615389999999,13.896094,0.10794339147282297,1.7998089209755044,33.01953125,0.9
final,fixed_aes128__high__d5__p256,1,41,20260905,final_fixed_aes128__high__d5__p256_rep1_ord41_r19_fixed_high_d5_p256_cpu20_mem30_1788622656,19,fixed,AES-128-GCM,"{""AES-128-GCM"": 100}",high,80.0,20.0,30.0,0.5076989982626401,0.5088999969302677,5,20,256,100,100,0.0,0,0.6892975800000001,0.20419891,24.44579126,33.308887,0.8777264221653718,18.959461628710972,32.97421875,0.9500000000000008
final,fixed_aes256__medium__d5__p256,1,42,20260905,final_fixed_aes256__medium__d5__p256_rep1_ord42_r37_fixed_medium_d5_p256_cpu20_mem30_1788622669,37,fixed,AES-256-GCM,"{""AES-256-GCM"": 100}",medium,50.0,20.0,30.0,0.5202190004638396,0.5212920004851185,5,20,256,100,100,0.0,0,0.53011841,0.09811301,12.25742507,27.152115,0.5434349729155467,7.498132391408552,33.0203125,0.7499999999999996
final,fixed_aes256__medium__d10__p1024,1,43,20260905,final_fixed_aes256__medium__d10__p1024_rep1_ord43_r41_fixed_medium_d10_p1024_cpu20_mem30_1788622682,41,fixed,AES-256-GCM,"{""AES-256-GCM"": 200}",medium,50.0,20.0,30.0,9.284274001402082,9.285287000238895,10,20,1024,200,200,0.0,0,0.8013914099999999,0.073654055,8.34322891,15.334019,4.2789182570843565,4.498276145699332,33.071875,0.8999999999999995
final,adaptive__medium__d20__p1024,1,44,20260905,final_adaptive__medium__d20__p1024_rep1_ord44_r98_adaptive_medium_d20_p1024_cpu20_mem30_1788622699,98,adaptive,adaptive,"{""AES-256-GCM"": 400}",medium,50.0,20.0,30.0,21.09012800065102,21.091479000460822,20,20,1024,400,400,0.0,0,1.7403923899999998,0.0807447775,15.3849573175,37.926861,8.982888909734573,5.622859198881053,33.059375,2.250000000000001
final,adaptive__medium__d10__p1024,1,45,20260905,final_adaptive__medium__d10__p1024_rep1_ord45_r95_adaptive_medium_d10_p1024_cpu20_mem30_1788622717,95,adaptive,adaptive,"{""AES-256-GCM"": 200}",medium,50.0,20.0,30.0,7.65426899670274,7.655575998796849,10,20,1024,200,200,0.0,0,0.7755616949999999,0.062446589999999996,7.987211125,16.472099,4.398790195231688,5.248044462898885,33.06171875,1.0499999999999998
final,fixed_chacha20__medium__d20__p256,1,46,20260905,final_fixed_chacha20__medium__d20__p256_rep1_ord46_r70_fixed_medium_d20_p256_cpu20_mem30_1788622732,70,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 400}",medium,50.0,20.0,30.0,17.730190000293078,17.73105500251404,20,20,256,400,400,0.0,0,0.44161867250000003,0.040356199999999995,11.2829350125,40.633556,2.1255256024910882,4.498625189785245,33.071484375,1.7999999999999985
final,fixed_aes128__medium__d10__p1024,1,47,20260905,final_fixed_aes128__medium__d10__p1024_rep1_ord47_r14_fixed_medium_d10_p1024_cpu20_mem30_1788622749,14,fixed,AES-128-GCM,"{""AES-128-GCM"": 200}",medium,50.0,20.0,30.0,11.5869709989056,11.588827001105528,10,20,1024,200,200,0.0,0,0.7832244449999999,0.0693277,7.840990805000001,12.734368,4.311034236828951,4.498227807127918,33.063671875,0.8999999999999991
final,fixed_aes128__low__d10__p256,1,48,20260905,final_fixed_aes128__low__d10__p256_rep1_ord48_r4_fixed_low_d10_p256_cpu20_mem30_1788622765,4,fixed,AES-128-GCM,"{""AES-128-GCM"": 200}",low,20.0,20.0,30.0,17.74580300116213,17.746724999597063,10,20,256,200,200,0.0,0,1.089072195,0.17476075,11.680080199999999,21.820441,0.21449272314151135,1.9998444234116044,33.021484375,2.0000000000000013
final,adaptive__high__d10__p1024,1,49,20260905,final_adaptive__high__d10__p1024_rep1_ord49_r104_adaptive_high_d10_p1024_cpu20_mem30_1788622783,104,adaptive,adaptive,"{""AES-128-GCM"": 200}",high,80.0,20.0,30.0,8.841150000080233,25.13802699832013,10,20,1024,200,200,0.0,0,0.28282679,0.082366145,12.293425030000002,20.572953,8.029382954499706,10.994392043228189,33.0828125,1.1000000000000003
final,fixed_aes128__medium__d5__p4096,1,50,20260905,final_fixed_aes128__medium__d5__p4096_rep1_ord50_r12_fixed_medium_d5_p4096_cpu20_mem30_1788622798,12,fixed,AES-128-GCM,"{""AES-128-GCM"": 100}",medium,50.0,20.0,30.0,0.512356997205643,0.5134339990036096,5,20,4096,100,100,0.0,0,0.5362445499999999,0.14638672000000003,10.09976399,16.20092,8.750378659952037,6.997644438963441,33.1,0.7000000000000001
final,adaptive__medium__d5__p256,1,51,20260905,final_adaptive__medium__d5__p256_rep1_ord51_r91_adaptive_medium_d5_p256_cpu20_mem30_1788622812,91,adaptive,adaptive,"{""AES-256-GCM"": 100}",medium,50.0,20.0,30.0,0.6219689967110753,0.622812000074191,5,20,256,100,100,0.0,0,0.5585917699999999,0.09732769,12.77457565,41.724593,0.545944536976542,6.9961770757883155,32.98046875,0.6999999999999998
final,fixed_chacha20__medium__d10__p256,1,52,20260905,final_fixed_chacha20__medium__d10__p256_rep1_ord52_r67_fixed_medium_d10_p256_cpu20_mem30_1788622827,67,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 200}",medium,50.0,20.0,30.0,4.589986001519719,4.590321001160191,10,20,256,200,200,0.0,0,0.258340605,0.056326135,10.6637846,25.182819,1.0716175957703762,4.746498710389186,33.121875,0.9500000000000003
final,fixed_chacha20__high__d20__p256,1,53,20260905,final_fixed_chacha20__high__d20__p256_rep1_ord53_r79_fixed_high_d20_p256_cpu20_mem30_1788622842,79,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 400}",high,80.0,20.0,30.0,16.587481997703435,16.588434998993762,20,20,256,400,400,0.0,0,1.7546162325,0.08392187749999999,28.144001560000003,54.551527,3.8786908380189984,9.991355314550963,33.116015625,1.999999999999999
final,fixed_aes128__low__d5__p4096,1,54,20260905,final_fixed_aes128__low__d5__p4096_rep1_ord54_r3_fixed_low_d5_p4096_cpu20_mem30_1788622860,3,fixed,AES-128-GCM,"{""AES-128-GCM"": 100}",low,20.0,20.0,30.0,0.5019210002501495,0.5305110025801696,5,20,4096,100,100,0.0,0,0.7992452099999999,0.21999216,12.07547489,15.072414,1.7318525115619603,2.3997422744632013,33.0453125,1.1999999999999993
final,fixed_chacha20__low__d20__p1024,1,55,20260905,final_fixed_chacha20__low__d20__p1024_rep1_ord55_r62_fixed_low_d20_p1024_cpu20_mem30_1788622875,62,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 400}",low,20.0,20.0,30.0,25.833337000221945,25.833923999016406,20,20,1024,400,400,0.0,0,1.2775096449999999,0.1222151125,11.249269652499999,19.679911,1.7278972793427199,1.6748260511540187,33.1109375,3.35
final,adaptive__medium__d10__p256,1,56,20260905,final_adaptive__medium__d10__p256_rep1_ord56_r94_adaptive_medium_d10_p256_cpu20_mem30_1788622894,94,adaptive,adaptive,"{""AES-256-GCM"": 200}",medium,50.0,20.0,30.0,10.756368999864208,10.757465999631677,10,20,256,200,200,0.0,0,0.8391979700000001,0.062419304999999994,13.457394045000001,42.390883,1.0830933512123688,4.248814452614522,33.0578125,0.8499999999999996
final,fixed_chacha20__medium__d10__p4096,1,57,20260905,final_fixed_chacha20__medium__d10__p4096_rep1_ord57_r69_fixed_medium_d10_p4096_cpu20_mem30_1788622908,69,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 200}",medium,50.0,20.0,30.0,14.640270001109457,14.641333000326995,10,20,4096,200,200,0.0,0,1.07002958,0.108272105,11.32549498,19.934301,17.424669200884637,5.745078331759178,33.1625,1.1499999999999997
final,fixed_aes128__high__d20__p256,1,58,20260905,final_fixed_aes128__high__d20__p256_rep1_ord58_r25_fixed_high_d20_p256_cpu20_mem30_1788622923,25,fixed,AES-128-GCM,"{""AES-128-GCM"": 400}",high,80.0,20.0,30.0,22.1684930002084,22.170113999891328,20,20,256,400,400,0.0,0,2.1002055725,0.13469570500000003,28.784340635,59.806681,3.6183213542575885,10.735480436966213,33.0818359375,2.149999999999999
final,fixed_aes256__high__d10__p1024,1,59,20260905,final_fixed_aes256__high__d10__p1024_rep1_ord59_r50_fixed_high_d10_p1024_cpu20_mem30_1788622941,50,fixed,AES-256-GCM,"{""AES-256-GCM"": 200}",high,80.0,20.0,30.0,9.873687999061076,9.875006002403097,10,20,1024,200,200,0.0,0,0.569268175,0.05258177,10.399169254999999,15.34582,8.511949852192227,9.491072513197455,33.038671875,0.9499999999999997
final,fixed_aes256__high__d20__p4096,1,60,20260905,final_fixed_aes256__high__d20__p4096_rep1_ord60_r54_fixed_high_d20_p4096_cpu20_mem30_1788622955,54,fixed,AES-256-GCM,"{""AES-256-GCM"": 400}",high,80.0,20.0,30.0,19.710425000084797,19.71124299961957,20,20,4096,400,400,0.0,0,1.2793923150000002,0.10167971999999999,168.6077240275,186.893036,37.91766073175084,8.988508212544673,33.104296875,1.8000000000000003
final,fixed_aes256__low__d20__p1024,1,61,20260905,final_fixed_aes256__low__d20__p1024_rep1_ord61_r35_fixed_low_d20_p1024_cpu20_mem30_1788622973,35,fixed,AES-256-GCM,"{""AES-256-GCM"": 400}",low,20.0,20.0,30.0,12.853219999669818,12.854263997724047,20,20,1024,400,400,0.0,0,1.32606011,0.11112196,12.3328739925,22.313676,1.7370297586713106,1.899663810178188,33.0587890625,3.8000000000000003
final,fixed_chacha20__low__d5__p256,1,62,20260905,final_fixed_chacha20__low__d5__p256_rep1_ord62_r55_fixed_low_d5_p256_cpu20_mem30_1788622992,55,fixed,ChaCha20-Poly1305,"{""ChaCha20-Poly1305"": 100}",low,20.0,20.0,30.0,0.526767998962896,0.5280509976728354,5,20,256,100,100,0.0,0,0.6851117,0.1368842,10.534451449999999,13.459065,0.10793405754626721,1.8996623188337936,32.978125,0.9500000000000003
